term	section	course	instructor	whenWhere
Spring 2015	1092	SPAN-121	Ojermark	MWTTH 9:30-10:45am BFL-212
Spring 2015	1095	SPAN-121	Ojermark	MWTTH 11:00-12:15pm BFL-212
Spring 2014	1095	SPAN-121	Ojermark	MWTTH 9:30-10:45am BFL-212
Spring 2012	1095	SPAN-121	Ojermark	MWTTH 9:30-10:45am BFL-212
Spring 2011	1095	SPAN-121	Ojermark	MWTTH 11:00-12:15pm BFL-205 1/22-5/27
Spring 2009	1095	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-205
Spring 2013	1095	SPAN-121	Ojermark	MWTTH 9:30-10:45am BFL-212
Spring 2013	1108	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-212
Spring 2012	1108	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-212
Spring 2014	1108	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-212
Spring 2004	1293	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Spring 2006	1293	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Spring 2005	1293	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Spring 2010	1293	SPAN-120	Ojermark	MWTTH 12:30-1:45pm BFL-205
Spring 2002	1293	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm H-117
Spring 2008	1293	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Spring 2007	1293	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Spring 2011	1330	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-205 1/22-5/27
Spring 2010	1330	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-205
Spring 2005	1331	SPAN-120	Ojermark	MTWTHF 10:00-10:50am H-113
Spring 2007	1331	SPAN-120	Ojermark	MTWTHF 10:00-10:50am BFL-207
Spring 2006	1331	SPAN-120	Ojermark	MTWTHF 10:00-10:50am BFL-207
Spring 2009	1331	SPAN-120	Ojermark	MWTTH 11:00-12:15pm BFL-205
Spring 2008	1331	SPAN-120	Ojermark	MTWTHF 10:00-10:50am BFL-209
Spring 2002	1334	SPAN-121	Ojermark	MTWTHF 10:00-10:50am H-102
Spring 2002	1335	SPAN-121	Ojermark	MTWTHF 11:00-11:50am H-117
Spring 2004	1338	SPAN-220	Ojermark	MTWTHF 10:00-10:50am BFL-111
Spring 2010	1340	SPAN-230	Ojermark	MW 11:00-12:15pm BFL-205
Spring 2014	1340	SPAN-230	Ojermark	MW 11:00-12:20pm BFL-212
Spring 2008	1340	SPAN-230	Ojermark	MWF 11:00-11:50am BFL-209
Spring 2008	1341	SPAN-231	Ojermark	MWF 11:00-11:50am BFL-209
Spring 2014	1341	SPAN-231	Ojermark	MW 11:00-12:20pm BFL-212
Spring 2010	1341	SPAN-231	Ojermark	MW 11:00-12:15pm BFL-205
Spring 2004	1343	SPAN-120	Ojermark	MTWTHF 11:00-11:50am H-117
Spring 2005	1343	SPAN-120	Ojermark	MTWTHF 11:00-11:50am BFL-209
Spring 2015	1455	SPAN-120	Ojermark	MWTTH 12:30-1:45pm BFL-212
Fall 2011	2003	SPAN-121	Ojermark	MWTTH 11:00-12:15pm BFL-212 8/17-12/17
Fall 2009	2003	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-205
Fall 2015	2003	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-212
Fall 2013	2003	SPAN-121	Ojermark	MWTTH 12:30-1:50pm BFL-212
Fall 2012	2003	SPAN-121	Ojermark	MWTTH 11:00-12:15pm BFL-212 8/17-12/17
Fall 2009	2004	SPAN-121	Ojermark	MWTTH 11:00-12:15pm BFL-205
Fall 2004	2004	SPAN-121	Ojermark	MTWTHF 10:00-10:50am H-113 8/19-12/19
Fall 2006	2004	SPAN-121	Ojermark	MTWTHF 10:00-10:50am H-113
Fall 2009	2103	SPAN-298	Ojermark	   8/18-12/20
Fall 2008	2103	SPAN-298	Ojermark	   10/01-12/21
Fall 2009	2128	SPAN-298	Ojermark	   9/03-12/20
Fall 2001	2210	SPAN-120	Ojermark	MTWTHF 10:00-10:50am H-111
Fall 2005	2210	SPAN-120	Ojermark	MTWTHF 10:00-10:50am H-113
Fall 2008	2210	SPAN-120	Ojermark	MWTTH 11:00-12:15pm BFL-205
Fall 2007	2210	SPAN-120	Ojermark	MTWTHF 10:00-10:50am BFL-205 8/16-12/16
Fall 2003	2212	SPAN-120	Ojermark	MTWTHF 11:00-11:50am BFL-209
Fall 2004	2212	SPAN-120	Ojermark	MTWTHF 11:00-11:50am BFL-209 8/19-12/19
Fall 2006	2212	SPAN-120	Ojermark	MTWTHF 11:00-11:50am H-113
Fall 2006	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Fall 2001	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm H-111
Fall 2003	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Fall 2005	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Fall 2004	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209 8/19-12/19
Fall 2007	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-205 8/16-12/16
Fall 2008	2216	SPAN-120	Ojermark	MWTTH 12:30-1:45pm BFL-205
Fall 2002	2216	SPAN-120	Ojermark	MTWTHF 12:00-12:50pm BFL-209
Fall 2002	2218	SPAN-121	Ojermark	MTWTHF 10:00-10:50am BE-208
Fall 2002	2222	SPAN-121	Ojermark	MTWTHF 11:00-11:50am BE-208
Fall 2010	2251	SPAN-220	Ojermark	MWTTH 11:00-12:15pm BFL-205
Fall 2008	2255	SPAN-220	Ojermark	MWTTH 9:30-10:45am BFL-205
Fall 2005	2255	SPAN-220	Ojermark	MTWTHF 11:00-11:50am BFL-209
Fall 2001	2258	SPAN-221	Ojermark	MTWTHF 11:00-11:50am H-111
Fall 2007	2258	SPAN-221	Ojermark	MTWTHF 11:00-11:50am BFL-205 8/16-12/16
Fall 2003	2258	SPAN-221	Ojermark	MTWTHF 10:00-10:50am H-113
Fall 2014	2258	SPAN-221	Ojermark	MWTTH 12:30-1:45pm BFL-212
Fall 2014	2263	SPAN-230	Ojermark	MW 12:30-1:45pm BFL-212
Fall 2003	2263	SPAN-230	Ojermark	MWF 10:00-10:50am BFL-113
Fall 2007	2263	SPAN-230	Ojermark	MWF 11:00-11:50am BFL-205 8/16-12/16
Fall 2001	2263	SPAN-230	Ojermark	MWF 11:00-11:50am H-111
Fall 2001	2264	SPAN-231	Ojermark	MWF 11:00-11:50am H-111
Fall 2007	2264	SPAN-231	Ojermark	MWF 11:00-11:50am BFL-205 8/16-12/16
Fall 2003	2264	SPAN-231	Ojermark	MWF 10:00-10:50am BFL-113
Fall 2014	2264	SPAN-231	Ojermark	MW 12:30-1:45pm BFL-212
Spring 2009	3030	SPAN-298	Ojermark	   1/22-5/22
Fall 2010	3209	SPAN-299	Ojermark	  
Fall 2009	3209	SPAN-299	Ojermark	  
Fall 2014	3261	SPAN-299	Ojermark	  
Spring 2009	3341	SPAN-298	Ojermark	   1/28-5/22
Fall 2012	3454	SPAN-299	Ojermark	   8/17-12/17
Spring 2002	3471	SPAN-110	Ojermark	online
Fall 2009	3502	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-205
Fall 2011	3502	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-212 8/17-12/17
Fall 2013	3502	SPAN-120	Ojermark	MWTTH 9:30-10:50am BFL-212
Fall 2010	3502	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-205
Fall 2014	3502	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-212
Fall 2012	3502	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-212 8/17-12/17
Fall 2015	3502	SPAN-120	Ojermark	MWTTH 9:30-10:45am BFL-212
Fall 2015	3503	SPAN-120	Ojermark	MWTTH 11:00-12:15pm BFL-212
Fall 2014	3503	SPAN-120	Ojermark	MWTTH 11:00-12:15pm BFL-212
Fall 2013	3503	SPAN-120	Ojermark	MWTTH 11:00-12:20pm BFL-212
Fall 2011	3504	SPAN-120	Ojermark	MWTTH 12:30-1:45pm BFL-212 8/17-12/17
Fall 2010	3504	SPAN-120	Ojermark	MWTTH 12:30-1:45pm BFL-205
Fall 2012	3504	SPAN-120	Ojermark	MWTTH 12:30-1:45pm BFL-212 8/17-12/17
Fall 2009	3625	SPAN-299	Ojermark	  
Spring 2011	3655	SPAN-299	Ojermark	   1/22-5/27
Summer 2013	4164	SPAN-121	Ojermark	MTWTH 8:15-11:45am BFL-212 6/17-7/25
Summer 2012	4164	SPAN-121	Ojermark	MTWTH 8:15-11:45am BFL-212 6/18-7/26
Summer 2015	4164	SPAN-121	Ojermark	MTWTH 8:15-11:45am H-111 6/15-7/23
Summer 2014	4164	SPAN-121	Ojermark	MTWTH 8:15-11:45am BFL-212 6/16-7/24
Summer 2015	5023	SPAN-120	Ojermark	online 6/15-7/23
Spring 2015	5044	SPAN-120	Ojermark	online
Spring 2014	5044	SPAN-120	Ojermark	online
Fall 2014	5109	SPAN-120	Ojermark	online
Fall 2013	5109	SPAN-120	Ojermark	online
Fall 2015	5109	SPAN-120	Ojermark	online
Fall 2015	5114	SPAN-120	Ojermark	online 9/08-12/18
Fall 2003	5117	SPAN-111	Ojermark	online
Fall 2004	5117	SPAN-111	Ojermark	online 8/19-12/19
Fall 2002	5668	SPAN-110	Ojermark	online
Spring 2004	5668	SPAN-110	Ojermark	online
Spring 2002	1006	COUNS-110	Okay	TTH 11:00-12:15pm C-103 3/19-5/23
Fall 2004	7113	COUNS-105	Okay	S 9:00-12:00pm H-117 12/04-12/04
Fall 2004	7114	COUNS-105	Okay	S 9:00-12:00pm H-105 12/11-12/11
Fall 2005	7120	COUNS-150F	Okay	S 9:00-12:00pm H-105 12/10-12/10
Spring 2004	7142	COUNS-105	Okay	F 9:00-12:00pm LA-107 5/07-5/07
Summer 2003	7174	COUNS-105	Okay	M 9:00-12:00pm LA-112 6/09-6/09
Summer 2004	7175	COUNS-105	Okay	S 9:00-12:00pm LC-101 6/19-6/19
Fall 2002	7206	COUNS-105	Okay	SS 9:00-12:00pm FORUM 8/03-8/03
Fall 2001	7261	COUNS-105	Okay	M 9:00-12:00pm  5/14-5/14
Fall 2001	7264	COUNS-105	Okay	T 9:00-12:00pm LC-110 8/7-8/7
Fall 2001	7266	COUNS-105	Okay	W 9:00-12:00pm LC-110 8/8-8/8
Fall 2001	7268	COUNS-105	Okay	TH 9:00-12:00pm LC-110 8/9-8/9
Fall 2001	7270	COUNS-105	Okay	F 9:00-12:00pm LC-110 8/10-8/10
Spring 2002	7538	COUNS-105	Okay	W 9:00-12:00pm LC-101 1/09-1/09
Fall 2001	7687	COUNS-105	Okay	W 9:00-12:00pm LC-103 8/1-8/1
Spring 2008	2520	PHYS-120	Okosi	MWFMF 10:00-10:50am PS-113
Summer 2001	4162	SPAN-120	Oksenendler	MTWTH 8:15-11:45am H-111 6/18-7/26
Spring 2004	8070	SPAN-157	Oksenendler	T 7:00-9:50pm LA-216
Spring 2009	8070	SPAN-157	Oksenendler	T 7:00-9:50pm H-106
Spring 2012	8070	SPAN-157	Oksenendler	T 7:00-9:50pm H-113
Spring 2013	8070	SPAN-157	Oksenendler	T 7:00-9:50pm H-113
Spring 2011	8070	SPAN-157	Oksenendler	T 7:00-9:50pm H-106 1/22-5/27
Spring 2011	8080	SPAN-156	Oksenendler	T 7:00-9:50pm H-106 1/22-5/27
Spring 2013	8080	SPAN-156	Oksenendler	T 7:00-9:50pm H-113
Spring 2009	8080	SPAN-156	Oksenendler	T 7:00-9:50pm H-106
Spring 2012	8080	SPAN-156	Oksenendler	T 7:00-9:50pm H-113
Spring 2002	8109	SPAN-157	Oksenendler	TH 7:00-9:50pm H-105
Spring 2015	8359	SPAN-121	Oksenendler	TTH 7:00-9:15pm BFL-209
Fall 2009	8690	SPAN-157	Oksenendler	W 7:00-9:50pm H-107
Fall 2012	8690	SPAN-157	Oksenendler	W 7:00-9:50pm BFL-212 8/17-12/17
Fall 2011	8690	SPAN-157	Oksenendler	W 7:00-9:50pm BFL-212 8/17-12/17
Fall 2010	8690	SPAN-157	Oksenendler	W 7:00-9:50pm H-107
Fall 2010	8691	SPAN-156	Oksenendler	W 7:00-9:50pm H-107
Fall 2011	8691	SPAN-156	Oksenendler	W 7:00-9:50pm BFL-212 8/17-12/17
Fall 2012	8691	SPAN-156	Oksenendler	W 7:00-9:50pm BFL-212 8/17-12/17
Fall 2009	8691	SPAN-156	Oksenendler	W 7:00-9:50pm H-107
Fall 2001	8758	SPAN-155	Oksenendler	W 6:30-9:50pm ALHS 9/5-12/12
Fall 2014	8766	SPAN-121	Oksenendler	TTH 7:00-9:15pm BFL-205
Fall 2002	9694	SPAN-155	Oksenendler	W 6:30-9:50pm ALHS 9/04-12/11
Summer 2002	1139	HSCI-124	Olison	MTWTH 6:00-8:05am LS-205 6/17-7/25
Summer 2004	1139	HSCI-124	Olison	MTWTH 6:00-8:05am LS-205 6/28-8/05
Summer 2003	1139	HSCI-124	Olison	MTWTH 6:00-8:05am LS-205 6/23-7/31
Summer 2001	1139	HSCI-124	Olison	MTWTH 6:00-8:05am S-231 6/18-7/26
Summer 2006	8137	HSCI-124	Olison	TTH 6:15-9:50pm LHS-210 6/20-8/03
Fall 2007	8398	HSCI-124	Olison	T 7:00-9:50pm LHS-212 8/16-12/16
Fall 2004	8398	HSCI-124	Olison	T 7:00-9:50pm BE-201 8/19-12/19
Fall 2006	8398	HSCI-124	Olison	T 7:00-9:50pm LHS-212
Fall 2005	8398	HSCI-124	Olison	T 7:00-9:50pm LHS-212
Fall 2005	8477	HSCI-124	Olison	TTH 4:00-6:50pm BE-209 10/18-12/15
Fall 2006	8477	HSCI-124	Olison	TTH 4:00-6:50pm LA-122 10/17-12/14
Fall 2003	8477	HSCI-124	Olison	TTH 4:00-7:00pm BE-201 10/21-12/11
Fall 2004	8477	HSCI-124	Olison	TTH 4:00-6:50pm BE-209 10/19-12/16
Fall 2002	8477	HSCI-124	Olison	TTH 4:00-7:00pm BE-201 10/22-12/12
Fall 2001	8477	HSCI-124	Olison	TTH 4:00-6:50pm S-232 10/23-12/13
Fall 2001	8480	HSCI-124	Olison	T 7:00-9:50pm S-231
Fall 2002	8480	HSCI-124	Olison	T 7:00-9:50pm BE-201
Spring 2004	8914	HSCI-124	Olison	TTH 4:00-7:00pm BE-212 3/23-5/27
Spring 2006	8914	HSCI-124	Olison	TTH 4:00-6:50pm LA-114 3/20-5/24
Spring 2007	8914	HSCI-124	Olison	TTH 4:00-6:50pm LA-122 3/20-5/24
Spring 2002	8914	HSCI-124	Olison	TTH 4:00-6:50pm S-231 3/19-5/23
Spring 2005	8914	HSCI-124	Olison	TTH 4:00-6:50pm LHS-212 3/21-5/25
Spring 2005	8916	HSCI-124	Olison	T 7:00-9:50pm LHS-212
Spring 2008	8916	HSCI-124	Olison	T 7:00-9:50pm LHS-210
Spring 2002	8916	HSCI-124	Olison	T 7:00-9:50pm S-232
Spring 2007	8916	HSCI-124	Olison	T 7:00-9:50pm LHS-210
Spring 2006	8916	HSCI-124	Olison	T 7:00-9:50pm LHS-210
Spring 2004	8916	HSCI-124	Olison	T 7:00-9:50pm BE-201
Fall 2003	9162	HSCI-124	Olison	W 4:40-7:30pm H-106
Fall 2003	9162	HSCI-124	Olison	W 4:40-7:30pm H-106
Fall 2015	5018	FILM-140	Olson	online 8/22-10/10
Fall 2014	5018	FILM-140	Olson	online 9/06-12/06
Fall 2013	5018	FILM-140	Olson	online 9/07-12/07
Fall 2014	5074	FILM-160	Olson	online 10/17-11/22
Fall 2015	5074	FILM-160	Olson	online 10/16-12/04
Spring 2015	5080	FILM-140	Olson	online 1/31-5/20
Spring 2014	5080	FILM-140	Olson	online 2/01-5/21
Spring 2014	5086	FILM-160	Olson	online 4/04-5/21
Spring 2015	5086	FILM-160	Olson	online 3/27-5/20
Fall 2005	8013	FILM-282	Olson	F 7:00-9:50pm FORUM
Fall 2006	8013	FILM-282	Olson	F 7:00-9:50pm FORUM
Fall 2007	8013	FILM-282	Olson	F 7:00-9:50pm FORUM 8/16-12/16
Fall 2013	8018	FILM-160	Olson	F 7:00-9:50pm FORUM
Fall 2009	8018	FILM-160	Olson	F 7:00-9:50pm FORUM
Fall 2008	8018	FILM-160	Olson	F 7:00-9:50pm FORUM
Fall 2012	8018	FILM-160	Olson	F 7:00-9:50pm FORUM 8/17-12/17
Fall 2011	8018	FILM-160	Olson	F 7:00-9:50pm FORUM 8/17-12/17
Fall 2010	8018	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2012	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2007	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2013	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2009	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2004	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2011	8182	FILM-160	Olson	F 7:00-9:50pm FORUM 1/22-5/27
Spring 2005	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Spring 2006	8182	FILM-160	Olson	F 7:00-9:50pm FORUM
Fall 2004	8264	FILM-280	Olson	F 7:00-9:50pm FORUM 8/19-12/19
Spring 2009	8991	FILM-140	Olson	S 9:00-11:50am FORUM 1/24-5/22
Spring 2006	9648	FILM-160	Olson	F 9:00-11:50am SRC-212
Spring 2005	9648	FILM-160	Olson	F 9:00-11:50am SRV-217
Spring 2004	9648	FILM-160	Olson	F 9:00-11:50am SRV-217
Spring 2007	9648	FILM-160	Olson	F 9:00-11:50am SRC-212
Fall 2010	1893	ART-140	Olson	TTH 9:30-12:20pm A-201
Fall 2010	1899	ART-141	Olson	TTH 9:30-12:20pm A-201
Summer 2008	0546	ENGL-122	Olson	MTWTH 8:15-10:20am LA-212 6/16-7/24
Summer 2005	0547	ENGL-122	Olson	MTWTH 12:45-2:50pm ET-108 6/20-7/28
Summer 2007	0551	ENGL-118	Olson	MTWTH 10:30-12:35pm H-119 6/18-7/26
Summer 2009	0551	ENGL-118	Olson	MTWTH 10:30-12:35pm H-119 6/22-7/30
Fall 2010	0595	ENGL-118	Olson	F 9:00-11:50am LA-213
Fall 2001	0673	ENGL-122	Olson	MW 1:00-2:15pm LA-115
Fall 2009	0675	ENGL-122	Olson	F 9:00-12:15pm LA-211 9/04-12/18
Fall 2007	0676	ENGL-122	Olson	MW 2:00-4:50pm LC-110 10/15-12/12
Summer 2003	0701	ENGL-118	Olson	MTWTH 3:00-5:05pm LA-114 6/23-7/31
Summer 2009	0802	ENGL-122	Olson	MTWTH 12:45-2:50pm LA-117 6/22-7/30
Spring 2011	1986	ENGL-118	Olson	F 9:00-11:50am LA-117 1/22-5/27
Spring 2010	1986	ENGL-118	Olson	F 9:00-11:50am LA-117
Summer 2002	2007	ENGL-126	Olson	MTWTH 12:45-2:50pm LA-213 6/17-7/25
Summer 2003	3970	ENGL-118	Olson	MTWTH 12:45-2:50pm LC-101 6/23-7/31
Summer 2004	4075	ENGL-118	Olson	MTWTH 10:30-12:35pm H-119 6/28-8/05
Summer 2004	4076	ENGL-118	Olson	MTWTH 12:45-2:50pm H-119 6/28-8/05
Summer 2007	4076	ENGL-118	Olson	MTWTH 12:45-2:50pm H-119 6/18-7/26
Summer 2006	4088	ENGL-122	Olson	MTWTH 12:45-2:50pm H-118 6/19-7/27
Summer 2001	4105	ENGL-126	Olson	MTWTH 10:30-12:35pm BE-218 6/18-7/26
Summer 2006	4107	ENGL-126	Olson	MTWTH 10:30-12:35pm LA-112 6/19-7/27
Fall 2005	4131	ENGL-126	Olson	TTH 2:00-4:50pm LA-114 10/18-12/15
Spring 2005	4308	ENGL-118	Olson	TTH 2:00-3:15pm LA-116
Summer 2005	4568	ENGL-122	Olson	MTWTH 10:30-12:35pm MA-103 6/20-7/28
Summer 2012	8075	ENGL-116	Olson	MW 5:30-9:45pm LA-115 6/18-7/25
Fall 2012	8113	ENGL-116	Olson	T 7:00-9:50pm LA-212 8/17-12/17
Fall 2011	8113	ENGL-116	Olson	T 7:00-9:50pm LC-103 8/17-12/17
Fall 2011	8117	ENGL-116	Olson	W 7:00-9:50pm LA-116 8/17-12/17
Fall 2012	8117	ENGL-116	Olson	W 7:00-9:50pm LA-212 8/17-12/17
Fall 2003	8118	ENGL-118	Olson	S 9:00-12:00pm LC-103
Fall 2010	8119	ENGL-118	Olson	M 4:00-6:50pm LA-115
Fall 2006	8122	ENGL-118	Olson	M 7:00-9:50pm LA-113
Fall 2008	8123	ENGL-118	Olson	T 7:00-9:50pm LC-109
Fall 2002	8124	ENGL-118	Olson	W 7:00-9:50pm BE-201
Fall 2008	8125	ENGL-118	Olson	W 4:00-6:50pm LA-117
Fall 2009	8125	ENGL-118	Olson	W 4:00-6:50pm LA-117
Fall 2002	8132	ENGL-122	Olson	MW 5:30-6:45pm LA-210
Fall 2004	8138	ENGL-122	Olson	TH 7:00-9:50pm BFL-112 8/19-12/19
Fall 2007	8139	ENGL-122	Olson	T 7:00-9:50pm LA-116 8/16-12/16
Fall 2006	8151	ENGL-118	Olson	W 7:00-9:50pm BFL-112
Summer 2011	8177	ENGL-118	Olson	MW 5:30-9:45pm H-108 6/13-7/20
Summer 2011	8178	ENGL-118	Olson	TTH 5:30-9:45pm H-111 6/14-7/21
Summer 2010	8178	ENGL-118	Olson	TTH 5:30-9:45pm H-111 6/15-7/22
Spring 2005	8292	ENGL-122	Olson	M 6:30-9:50pm BFL-112 2/06-5/22
Summer 2001	8348	ENGL-126	Olson	MW 6:30-9:45pm LA-213 6/4-7/25
Spring 2008	8440	ENGL-118	Olson	T 7:00-9:50pm LA-113
Spring 2009	8440	ENGL-118	Olson	T 7:00-9:50pm LA-113
Fall 2004	8519	ENGL-122	Olson	TTH 5:15-6:50pm BE-211 9/07-12/16
Fall 2001	8519	ENGL-122	Olson	TTH 5:15-6:50pm H-105 9/4-12/13
Fall 2001	8589	ENGL-126	Olson	W 7:00-9:50pm LA-113
Spring 2011	8736	ENGL-116	Olson	W 7:00-9:50pm LA-116 1/22-5/27
Spring 2009	8740	ENGL-118	Olson	M 4:00-7:05pm H-118
Spring 2004	8742	ENGL-118	Olson	W 4:00-6:50pm LA-115
Spring 2010	8742	ENGL-118	Olson	W 4:00-6:50pm LA-115
Spring 2008	8744	ENGL-118	Olson	M 7:00-9:50pm LA-115
Spring 2007	8744	ENGL-118	Olson	M 7:00-9:50pm LA-115
Spring 2006	8744	ENGL-118	Olson	M 7:00-9:50pm LA-115
Spring 2006	8745	ENGL-118	Olson	W 7:00-9:50pm H-111
Spring 2007	8745	ENGL-118	Olson	W 7:00-9:50pm H-111
Spring 2004	8745	ENGL-118	Olson	W 7:00-9:50pm H-111
Spring 2002	8745	ENGL-118	Olson	W 7:00-9:50pm LA-107
Spring 2002	8771	ENGL-126	Olson	S 9:00-11:50am LA-113
Fall 2002	8842	ENGL-118	Olson	TH 7:00-9:50pm LC-109
Fall 2005	8842	ENGL-118	Olson	TH 7:00-9:50pm LC-109
Fall 2003	8842	ENGL-118	Olson	TH 7:00-9:50pm LC-109
Fall 2007	8842	ENGL-118	Olson	TH 7:00-9:50pm LC-109 8/16-12/16
Spring 2010	1319	MATH-193	Olwell	MTWTH 2:50-3:55pm DLSHS
Spring 2004	2117	CHEM-108	Omar	TTHTH 8:00-9:15am PS-277
Fall 2001	2304	CHEM-108	Omar	TTHT 8:00-9:15am PS-275
Fall 2002	2304	CHEM-108	Omar	MWFM 8:00-8:50am PS-277
Fall 2003	2322	CHEM-108	Omar	MWFM 8:00-8:50am PS-267
Summer 2004	4324	CHEM-108	Omar	MTWTHFMTWTH 10:30-12:05pm PS-267 6/28-8/06
Summer 2003	4324	CHEM-108	Omar	MTWTHFMTWTH 10:30-12:05pm PS-267 6/23-8/01
Spring 2002	8928	CHEM-108	Omar	TTH 7:00-8:30pm PS-275
Fall 2002	1448	HIST-129	Onizuka	TTH 12:30-1:45pm H-109
Fall 2001	1448	HIST-129	Onizuka	TTH 11:00-12:15pm LA-215
Fall 2001	1481	HIST-129	Onizuka	TTH 8:00-9:15am MA-104
Fall 2002	1481	HIST-129	Onizuka	TTH 9:30-10:45am MA-103
Spring 2002	1650	HIST-129	Onizuka	TTH 8:00-9:15am LA-214
Spring 2002	3555	HIST-129	Onizuka	TTH 11:00-12:15pm BE-205
Summer 2006	7012	COUNS-107	Onizuka	S 9:00-12:00pm H-113 8/05-8/05
Summer 2006	7015	COUNS-107	Onizuka	S 9:00-12:00pm H-111 8/12-8/12
Spring 2007	7025	COUNS-105	Onizuka	S 9:00-12:00pm H-117 5/05-5/05
Summer 2006	7135	COUNS-105	Onizuka	S 9:00-12:00pm H-111 7/08-7/08
Summer 2003	7158	COUNS-105	Onizuka	S 9:00-12:00pm MA-105 8/02-8/02
Summer 2007	7160	COUNS-105	Onizuka	S 9:00-12:00pm MA-103 7/28-7/28
Summer 2005	7165	COUNS-105	Onizuka	MT 1:00-3:50pm LC-101 8/01-8/02
Summer 2007	7176	COUNS-105	Onizuka	F 9:00-12:00pm LC-101 8/03-8/03
Summer 2007	7177	COUNS-105	Onizuka	S 9:00-12:00pm LC-101 8/04-8/04
Summer 2004	7180	COUNS-105	Onizuka	S 9:00-12:00pm LC-109 8/07-8/07
Summer 2007	7182	COUNS-105	Onizuka	T 9:00-12:00pm LC-101 8/07-8/07
Summer 2005	7188	COUNS-105	Onizuka	TW 9:00-11:50am LC-110 8/09-8/10
Summer 2005	7191	COUNS-150F	Onizuka	S 9:00-12:00pm H-105 7/30-7/30
Fall 2015	0417	ARTDM-145	Opper	F 10:00-2:50pm ATC-110
Fall 2015	0418	ARTDM-146	Opper	F 10:00-2:50pm ATC-110
Fall 2015	2589	FILM-165	Opper	F 10:00-2:50pm ATC-110
Fall 2015	2596	FILM-166	Opper	F 10:00-2:50pm ATC-110
Fall 2015	4317	BCA-165	Opper	F 10:00-2:50pm ATC-110
Fall 2015	4319	BCA-166	Opper	F 10:00-2:50pm ATC-110
Spring 2006	1418	SPCH-120	Opsata	TTH 12:30-1:45pm PAC-102
Spring 2008	1418	SPCH-120	Opsata	TTH 12:30-1:45pm PAC-102
Spring 2007	1418	SPCH-120	Opsata	TTH 12:30-1:45pm PAC-102
Spring 2013	1425	SPCH-120	Opsata	TTH 12:30-1:55pm ATC-116 1/29-5/23
Spring 2012	1425	SPCH-120	Opsata	TTH 12:30-1:55pm ATC-116 1/29-5/23
Spring 2009	1436	SPCH-120	Opsata	MW 11:00-12:15pm PAC-102
Spring 2006	1454	SPCH-123	Opsata	TTH 11:00-12:15pm PAC-102
Spring 2008	1454	SPCH-123	Opsata	TTH 11:00-12:15pm PAC-102
Spring 2009	1454	SPCH-123	Opsata	MW 12:30-1:45pm PAC-102
Spring 2007	1454	SPCH-123	Opsata	TTH 11:00-12:15pm PAC-102
Spring 2010	1477	SPCH-160	Opsata	F 9:00-1:15pm PAC-101 3/05-5/28
Spring 2009	1477	SPCH-160	Opsata	F 9:00-11:50am PAC-101
Spring 2011	1477	SPCH-160	Opsata	F 9:00-1:15pm PAC-101 3/04-5/27
Spring 2009	1484	SPCH-161	Opsata	MW 3:30-4:45pm PAC-106
Spring 2013	1487	SPCH-130	Opsata	MW 12:30-1:55pm ET-122A 1/28-5/22
Spring 2012	1487	SPCH-130	Opsata	MW 12:30-1:55pm ET-122A 1/28-5/22
Spring 2010	1524	SPCH-162	Opsata	F 3:30-7:45pm PAC-106 3/05-5/28
